SourceFileName,FromDate,ToDate,PreparedDate,TotalConfirmedCasesAbs,TotalConfirmedCasesPcnt,SexMaleFemaleRatio,SexMaleAbs,SexMalePcnt,SexFemaleAbs,SexFemalePcnt,SexUnknownAbs,SexUnknownPcnt,AgeMedian,AgeMean,Age0To4Abs,Age0To4Pcnt,Age5To12Abs,Age5To12Pcnt,Age13To18Abs,Age13To18Pcnt,Age19To24Abs,Age19To24Pcnt,Age25To34Abs,Age25To34Pcnt,Age35To44Abs,Age35To44Pcnt,Age45To54Abs,Age45To54Pcnt,Age55To64Abs,Age55To64Pcnt,Age65To74Abs,Age65To74Pcnt,Age75To84Abs,Age75To84Pcnt,Age85PlusAbs,Age85PlusPcnt,AgeUnknownAbs,AgeUnknownPcnt,CHO1Abs,CHO1Rate,CHO2Abs,CHO2Rate,CHO3Abs,CHO3Rate,CHO4Abs,CHO4Rate,CHO5Abs,CHO5Rate,CHO6Abs,CHO6Rate,CHO7Abs,CHO7Rate,CHO8Abs,CHO8Rate,CHO9Abs,CHO9Rate,CarlowAbs,CarlowRate,CavanAbs,CavanRate,ClareAbs,ClareRate,CorkAbs,CorkRate,DonegalAbs,DonegalRate,DublinAbs,DublinRate,GalwayAbs,GalwayRate,KerryAbs,KerryRate,KildareAbs,KildareRate,KilkennyAbs,KilkennyRate,LaoisAbs,LaoisRate,LeitrimAbs,LeitrimRate,LimerickAbs,LimerickRate,LongfordAbs,LongfordRate,LouthAbs,LouthRate,MayoAbs,MayoRate,MeathAbs,MeathRate,MonaghanAbs,MonaghanRate,OffalyAbs,OffalyRate,RoscommonAbs,RoscommonRate,SligoAbs,SligoRate,TipperaryAbs,TipperaryRate,WaterfordAbs,WaterfordRate,WestmeathAbs,WestmeathRate,WexfordAbs,WexfordRate,WicklowAbs,WicklowRate,DublinNorthAbs,DublinNorthRate,DublinNorthCentralAbs,DublinNorthCentralRate,DublinNorthWestAbs,DublinNorthWestRate,DublinSouthAbs,DublinSouthRate,DublinSouthCityAbs,DublinSouthCityRate,DublinSouthEastAbs,DublinSouthEastRate,DublinSouthWestAbs,DublinSouthWestRate,DublinWestAbs,DublinWestRate,Cases0To4,CasesHospitalised0To4,CasesHospitalisedPcnt0To4,CasesAdmittedToIcu0To4,Cases13To18,CasesHospitalised13To18,CasesHospitalisedPcnt13To18,CasesAdmittedToIcu13To18,Cases13To24,CasesHospitalised13To24,CasesHospitalisedPcnt13To24,CasesAdmittedToIcu13To24,Cases15To24,CasesHospitalised15To24,CasesHospitalisedPcnt15To24,CasesAdmittedToIcu15To24,Cases19To24,CasesHospitalised19To24,CasesHospitalisedPcnt19To24,CasesAdmittedToIcu19To24,Cases25To34,CasesHospitalised25To34,CasesHospitalisedPcnt25To34,CasesAdmittedToIcu25To34,Cases35To44,CasesHospitalised35To44,CasesHospitalisedPcnt35To44,CasesAdmittedToIcu35To44,Cases45To54,CasesHospitalised45To54,CasesHospitalisedPcnt45To54,CasesAdmittedToIcu45To54,Cases55To64,CasesHospitalised55To64,CasesHospitalisedPcnt55To64,CasesAdmittedToIcu55To64,Cases5To12,CasesHospitalised5To12,CasesHospitalisedPcnt5To12,CasesAdmittedToIcu5To12,Cases5To14,CasesHospitalised5To14,CasesHospitalisedPcnt5To14,CasesAdmittedToIcu5To14,Cases65To74,CasesHospitalised65To74,CasesHospitalisedPcnt65To74,CasesAdmittedToIcu65To74,Cases65To84,CasesHospitalised65To84,CasesHospitalisedPcnt65To84,CasesAdmittedToIcu65To84,Cases75To84,CasesHospitalised75To84,CasesHospitalisedPcnt75To84,CasesAdmittedToIcu75To84,Cases85Plus,CasesHospitalised85Plus,CasesHospitalisedPcnt85Plus,CasesAdmittedToIcu85Plus,CasesUnknown,CasesHospitalisedUnknown,CasesHospitalisedPcntUnknown,CasesAdmittedToIcuUnknown,ImportedCasesAbs,ImportedCasesPcnt,TravelRelatedCasesAbs,TravelRelatedCasesPcnt
COVID-19_14 day epidemiology report_20201230_Website.pdf,16/12/2020,29/12/2020,30/12/2020,12987,100,1,6479,49.89,6466,49.79,42,0.32,35,37,442,3.4,779,6,783,6.03,1917,14.76,2517,19.38,2046,15.75,1791,13.79,1427,10.99,671,5.17,384,2.96,227,1.75,3,0.02,1579,403.5,826,182.3,1121,291.2,1710,247.6,1298,254.3,1192,311.1,1542,217.9,1641,265.0,2077,334.2,135,237.1,227,298.0,214,180.1,1274,234.7,828,520.1,4157,308.5,473,183.3,436,295.2,453,203.6,308,310.4,201,237.3,30,93.6,792,406.4,41,100.3,641,497.3,273,209.2,525,269.2,316,514.8,83,106.5,80,123.9,178,271.6,184,115.3,216,185.9,149,167.8,571,381.4,202,141.8,612,236.2,749,484.5,716,344.8,282,207.2,317,211.4,718,580.4,342,212.6,420,270.4,442,3,0.69,0,783,10,2.29,0,,,,,,,,,1917,27,6.19,0,2517,35,8.03,1,2046,32,7.34,1,1791,52,11.93,1,1427,52,11.93,6,779,9,2.06,0,,,,,671,62,14.22,2,,,,,384,88,20.18,2,227,66,15.14,0,3,0,0,0,16,0.12,122,0.94
COVID-19_14_day_epidemiology_report_20201231_website.pdf,17/12/2020,30/12/2020,31/12/2020,14128,100,1,7030,49.76,7050,49.9,48,0.34,35,37,457,3.23,805,5.7,834,5.9,2179,15.42,2784,19.71,2196,15.54,1941,13.74,1543,10.92,729,5.16,404,2.86,253,1.79,3,0.02,,,,,,,,,,,,,,,,,,,159,279.28054521183165882104967000,261,342.62759924385633270321361000,263,221.34879688933401785939722000,1312,241.67937693877701393340554000,847,532.06191265892758430071863000,4506,334.91848533003518650931097000,554,214.68042068062218571018918000,427,289.08582531633571868631818000,466,209.43443713371445007730198000,333,335.57723315059658174782328000,228,269.19489474243479698218355000,36,112.34552490325802022219448000,965,495.12824591198518206866120000,52,127.22335037800014679617351000,683,529.93389404425685112193911000,330,252.85999984675151524439302000,570,292.24175057935645290293472000,340,553.87221842113837031244909000,102,130.83464809327740793473660000,82,127.04511650966782350024789000,204,311.28404669260700389105058000,206,129.11070302658050929785087000,242,208.30464123398980856631318000,166,187.00011265067027148811535000,584,390.05623756027838260242316000,210,147.44602422327540810953133000,664,256.2,805,520.8,792,381.4,306,224.9,347,231.4,764,617.6,373,231.8,454,292.3,457,3,0.67,0,834,9,2.00,0,,,,,,,,,2179,29,6.43,0,2784,43,9.53,1,2196,34,7.54,1,1941,51,11.31,1,1543,51,11.31,2,805,8,1.77,0,,,,,729,68,15.08,3,,,,,404,85,18.85,2,253,70,15.52,0,3,0,0,0,14,0.1,115,0.81
COVID-19_14_day_epidemiology_report_20210101_website.pdf,18/12/2020,31/12/2020,01/01/2021,15302,100,0.98,7567,49.45,7685,50.22,50,0.33,34,37,473,3.09,831,5.43,920,6.01,2422,15.83,3023,19.76,2364,15.45,2107,13.77,1670,10.91,795,5.2,422,2.76,272,1.78,3,0.02,,,,,,,,,,,,,,,,,,,153,268.74165671327197358251950000,278,364.94433942449065322411258000,278,233.97325298568386678673927000,1574,289.94156958966083836218012000,879,552.16342529775365596261119000,4836,359.44647027431206434954014000,726,281.33210363561679932418294000,489,331.06081634587392608339483000,495,222.46791068924603602631863000,349,351.70106417284746855852951000,230,271.55625346824562853465884000,46,143.55261515416302583947073000,987,506.41614374624805668577058000,69,168.81559954003865632569178000,681,528.38211104559138450079141000,429,328.71799980077696981771093000,555,284.55117819568917782654170000,357,581.56582934219528882807155000,126,161.61927117404856274290992000,144,223.10361923648983639067923000,203,309.75814450293736171511406000,221,138.51196781006938133410215000,236,203.14006335215535050268558000,186,209.53024670496789455897263000,555,370.68700658553853141154940000,220,154.46726347200280849569949000,664,256.2,805,520.8,792,381.4,306,224.9,347,231.4,764,617.6,373,231.8,454,292.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.08,102,0.67
COVID-19_14_day_epidemiology_report_20210102_website.pdf,19/12/2020,01/01/2021,02/01/2021,18169,100,0.97,8916,49.07,9194,50.6,59,0.32,34,37,552,3.04,923,5.08,1101,6.06,2992,16.47,3538,19.47,2793,15.37,2508,13.8,1989,10.95,951,5.23,491,2.7,328,1.81,3,0.02,,,,,,,,,,,,,,,,,,,178,312.65369212393732874306190000,357,468.65154379332073093887839000,355,298.77879428027975794709511000,1907,351.28244803524982131936309000,1174,737.47424493693150409568320000,5000,371.63613551934663394286615000,832,322.40814080555534027234188000,567,383.86806312497038055068480000,531,238.64739510300938410095998000,409,412.16543050628829409867785000,323,381.35943421844929572476003000,74,230.93246785669704156784421000,1159,594.66698135957598551044387000,108,264.23311232353876642282191000,927,719.25141988144377890195835000,660,505.71999969350303048878604000,711,364.53313098582883862102910000,481,783.56628547225751800084710000,210,269.36545195674760457151653000,212,328.45810609816559246405553000,348,531.01396200503547722590982000,282,176.74377792959079428152401000,290,249.62126428866547307533398000,217,244.45195448912921031880140000,626,418.10822724783264984437825000,231,162.19062664560294892048447000,721,278.2,887,573.8,890,428.6,364,267.5,397,264.8,822,664.5,420,261.0,495,318.6,552,3,0.57,0,1101,10,1.92,0,,,,,,,,,2992,37,7.09,0,3538,55,10.54,3,2793,45,8.62,1,2508,59,11.30,1,1989,60,11.49,2,923,8,1.53,0,,,,,951,81,15.52,5,,,,,491,92,17.62,2,328,72,13.79,0,3,0,0,0,11,0.06,92,0.51
COVID-19_14_day_epidemiology_report_20210103_Website.pdf,20/12/2020,02/01/2021,03/01/2021,22370,100,0.96,10920,48.82,11377,50.86,73,0.33,35,38,631,2.82,1101,4.92,1343,6,3628,16.22,4412,19.72,3412,15.25,3147,14.07,2518,11.26,1203,5.38,598,2.67,374,1.67,3,0.01,2941,751.6,1971,435.0,2511,652.2,2882,417.3,1956,383.3,1679,438.2,2254,318.5,3230,521.6,2934,472.2,220,386.4,452,593.4,520,437.6,2212,407.5,1316,826.7,5979,443.8,975,377.8,670,453.6,617,277.3,485,488.8,344,406.2,99,309.0,1745,895.3,159,389.0,1213,941.2,753,577.0,917,470.2,651,1060.5,294,377.1,243,376.5,425,648.5,400,250.7,391,336.6,283,318.8,729,486.9,278,195.2,879,339.2,1015,656.6,1040,500.8,441,324.1,505,336.8,968,782.5,549,341.2,575,370.1,631,4,0.70,0,1343,13,2.27,0,,,,,,,,,3628,41,7.17,0,4412,61,10.66,2,3412,50,8.74,0,3147,70,12.24,1,2518,64,11.19,2,1101,6,1.05,0,,,,,1203,92,16.08,5,,,,,598,98,17.13,0,374,73,12.76,0,3,0,0,0,15,0.07,87,0.39
COVID-19_14_day_epidemiology_report_20200104_website.pdf,21/12/2020,03/01/2021,04/01/2021,27754,100,0.95,13480,48.57,14210,51.2,64,0.23,35,38,736,2.65,1303,4.69,1666,6,4417,15.91,5563,20.04,4241,15.28,3918,14.12,3253,11.72,1490,5.37,730,2.63,433,1.56,4,0.01,3079,786.9,2200,485.5,2772,720.0,3230,467.7,2172,425.6,2584,674.4,3548,501.3,3667,592.1,4498,723.8,268,470.7,509,668.2,580,488.1,2459,453.0,1325,832.3,9323,691.9,1076,417.0,772,522.7,920,413.5,519,523.0,419,494.7,117,365.1,1908,979.0,189,462.4,1329,1031.2,862,660.5,1020,523.0,687,1119.1,356,456.6,262,405.9,441,672.9,460,288.3,482,414.9,325,366.1,757,505.6,389,273.1,1412,544.9,1480,957.4,1606,773.3,715,525.4,796,530.9,1493,1206.9,945,587.3,875,563.3,736,9,1.32,0,1666,17,2.49,0,,,,,,,,,4417,44,6.44,0,5563,76,11.13,3,4241,65,9.52,0,3918,81,11.86,1,3253,75,10.98,3,1304,7,1.02,0,,,,,1490,92,13.47,5,,,,,729,129,18.89,0,433,88,12.88,0,4,0,0,0,13,0.05,72,0.26
COVID-19_14_day_epidemiology_report_20200105 - website.pdf,22/12/2020,04/01/2021,05/01/2021,32112,100,0.94,15560,48.46,16483,51.33,69,0.21,35,38,806,2.51,1470,4.58,1965,6.12,5083,15.83,6458,20.11,4898,15.25,4550,14.17,3823,11.91,1727,5.38,846,2.63,482,1.5,4,0.01,3518,899.1,2418,533.6,3140,815.6,4033,584.0,2411,472.4,2919,761.8,4367,617.1,4021,649.3,5267,847.6,296,519.9,626,821.8,665,559.7,3167,583.4,1513,950.4,10906,809.4,1177,456.1,867,587.0,1190,534.8,560,564.3,418,493.5,132,411.9,2170,1113.4,191,467.3,1512,1173.1,952,729.5,1180,605.0,763,1243.0,358,459.2,289,447.8,484,738.5,521,326.5,558,480.3,334,376.3,823,549.7,460,323.0,1689,651.7,1652,1068.7,1926,927.4,784,576.2,955,636.9,1689,1365.4,1168,725.9,1041,670.1,806,8,1.10,0,1965,18,2.49,1,,,,,,,,,5083,42,5.80,0,6458,79,10.91,3,4898,66,9.12,0,4550,82,11.33,1,3823,75,10.36,6,1470,7,0.97,0,,,,,1727,110,15.19,10,,,,,846,139,19.20,6,482,98,13.54,0,4,0,0,0,0,0,0,0
COVID-19_14_day_epidemiology_report_20210106_website.pdf,23/12/2020,05/01/2021,06/01/2021,39005,100,0.94,18881,48.41,20041,51.38,83,0.21,35,38,927,2.38,1698,4.35,2375,6.09,6106,15.65,7913,20.29,5997,15.37,5583,14.31,4690,12.02,2076,5.32,1046,2.68,590,1.51,4,0.01,4173,1066.5,2680,591.5,3591,932.7,5494,795.6,3009,589.6,3392,885.2,5323,752.1,5200,839.7,6118,984.5,379,665.7,772,1013.4,810,681.7,4429,815.9,1676,1052.8,12870,955.2,1315,509.6,1066,721.7,1425,640.4,629,633.9,514,606.9,153,477.5,2441,1252.4,266,650.8,1970,1528.5,1055,808.4,1482,759.8,1006,1638.8,490,628.5,310,480.3,568,866.7,625,391.7,734,631.8,447,503.5,1030,687.9,543,381.3,1953,753.6,1954,1264.0,2211,1064.7,916,673.2,1190,793.7,1949,1575.5,1428,887.5,1265,814.3,927,8,0.99,0,2375,16,1.98,1,,,,,,,,,6106,39,4.83,0,7913,85,10.52,3,5997,68,8.42,0,5583,86,10.64,2,4690,85,10.52,7,1698,7,0.87,0,,,,,2076,130,16.09,10,,,,,1046,165,20.42,6,590,119,14.73,0,4,0,0,0,10,0.03,0,0
COVID-19_14_day_epidemiology_report_20210107_website.pdf,24/12/2020,06/01/2021,07/01/2021,44590,100,0.94,21508,48.24,22985,51.55,97,0.22,36,38,1021,2.29,1856,4.16,2713,6.08,6880,15.43,9034,20.26,6954,15.6,6443,14.45,5431,12.18,2379,5.34,1174,2.63,699,1.57,6,0.01,4622,1181.2,2963,653.9,4196,1089.9,6058,877.2,3931,770.3,3846,1003.7,6205,876.8,5766,931.1,6973,1122.1,484,850.1,880,1155.2,1069,899.7,4913,905.0,1823,1145.2,14707,1091.5,1452,562.7,1146,775.9,1654,743.4,780,786.0,584,689.5,162,505.6,2727,1399.2,293,716.9,2110,1637.1,1175,900.3,1692,867.5,1117,1819.6,578,741.4,336,520.6,643,981.2,777,487.0,1054,907.2,474,534.0,1289,860.9,671,471.1,2255,870.1,2167,1401.8,2551,1228.4,1050,771.6,1374,916.4,2142,1731.6,1675,1041.0,1486,956.6,1021,11,1.22,0,2713,21,2.33,1,,,,,,,,,6880,40,4.44,0,9034,87,9.66,3,6954,76,8.44,0,6443,98,10.88,3,5431,95,10.54,9,1856,7,0.78,0,,,,,2379,155,17.20,13,,,,,1174,179,19.87,4,699,131,14.54,1,6,1,0.11,0,10,0.02,0,0
COVID-19_14_day_epidemiology_WEBSITE report_20210108_updated_20200109.pdf,25/12/2020,07/01/2021,08/01/2021,51795,100,0.93,24830,47.94,26843,51.83,122,0.24,36,39,1122,2.17,2072,4,3124,6.03,7908,15.27,10454,20.18,8154,15.74,7601,14.68,6359,12.28,2801,5.41,1382,2.67,810,1.56,8,0.02,5233,1337.4,3322,733.2,4937,1282.3,7514,1088.1,4227,828.3,4409,1150.7,7321,1034.5,6475,1045.6,8317,1338.4,514,902.8,981,1287.8,1332,1121.1,6150,1132.9,2055,1290.9,17361,1288.5,1651,639.8,1366,924.8,1936,870.1,786,792.1,629,742.6,205,639.7,3137,1609.6,326,797.6,2371,1839.6,1283,983.1,1889,968.5,1301,2119.4,643,824.8,388,601.1,700,1068.1,922,577.9,1113,958.0,579,652.2,1417,946.4,760,533.6,2255,870.1,2167,1401.8,2551,1228.4,1050,771.6,1374,916.4,2142,1731.6,1675,1041.0,1486,956.6,1122,15,1.4,1,3124,23,2.2,1,,,,,,,,,7908,41,3.8,0,10454,99,9.3,4,8154,89,8.3,0,7601,108,10.1,7,6359,126,11.8,14,2072,5,0.5,0,,,,,2801,192,18.0,22,,,,,1382,210,19.7,11,810,158,14.8,1,8,1,0.1,0,0,0,0,0
COVID-19_14_day_epidemiology_report-website_20200109.pdf,26/12/2020,08/01/2021,09/01/2021,55344,100,0.92,26470,47.83,28743,51.94,131,0.24,36,39,1169,2.11,2152,3.89,3345,6.04,8391,15.16,11111,20.08,8754,15.82,8144,14.72,6842,12.36,3029,5.47,1520,2.75,879,1.59,8,0.01,4622,1181.2,2963,653.9,4196,1089.9,6058,877.2,3931,770.3,3846,1003.7,6205,876.8,5766,931.1,6973,1122.1,631,1108.3,1050,1378.4,1424,1198.5,6547,1206.0,2083,1308.5,18064,1340.7,1777,688.6,1402,949.2,1947,875.0,1006,1013.8,612,722.6,209,652.2,3237,1660.9,326,797.6,2589,2008.8,1450,1111.1,2016,1033.6,1410,2296.9,639,819.6,457,708.0,711,1084.9,1019,638.7,1611,1386.7,568,639.9,1784,1191.5,775,544.1,2885,1113.2,2627,1699.4,3320,1598.7,1244,914.2,1632,1088.5,2489,2012.1,1983,1232.5,1871,1204.4,1169,18,1.5,1,3345,24,0.7,1,,,,,,,,,8391,43,0.5,0,11111,101,0.9,4,8754,94,1.1,2,8144,126,1.5,9,6842,135,2.0,18,2152,5,0.2,0,,,,,3029,222,7.3,22,,,,,1520,235,15.5,11,879,174,19.8,1,8,0,0,0,0,0,0,0
COVID-19_14_day_epidemiology_report-website_20200110.pdf,27/12/2020,09/01/2021,10/01/2021,61484,100,0.92,29332,47.71,31980,52.01,172,0.28,36,39,1280,2.08,2338,3.8,3758,6.11,9192,14.95,12244,19.91,9774,15.9,9165,14.91,7615,12.39,3383,5.5,1716,2.79,1010,1.64,9,0.01,5882,1503.3,3891,858.7,5809,1508.8,8851,1281.7,6594,1292.1,4943,1290.0,8240,1164.3,7490,1209.5,9727,1565.3,740,1299.8,1130,1483.4,1613,1357.5,7278,1340.7,2243,1409.0,19906,1477.4,1898,735.5,1574,1065.6,2161,971.2,1152,1160.9,714,843.0,226,705.3,3661,1878.4,369,902.8,2837,2201.2,1525,1168.5,2221,1138.7,1550,2525.0,697,894.0,468,725.1,742,1132.2,1237,775.3,1911,1644.9,613,690.5,2150,1436.0,868,609.4,3164,1220.9,2886,1867.0,3677,1770.6,1366,1003.9,1760,1173.8,2736,2211.7,2173,1350.5,2120,1364.7,1280,19,0,1,3758,24,0,1,,,,,,,,,9192,52,0,0,12244,118,0,3,9774,110,0,2,9165,146,0,9,7615,158,0.05,18,2338,5,0,0,,,,,3383,247,0.38,21,,,,,1716,268,1.17,11,1010,207,2.87,1,9,0,0,0,0,0,0,0
COVID-19_14_day_epidemiology_Webite report_20210111_v1.pdf,28/12/2020,10/01/2021,11/01/2021,65650,100,0.91,31179,47.49,34265,52.19,206,0.31,37,39,1348,2.05,2477,3.77,4046,6.16,9714,14.8,12933,19.7,10430,15.89,9840,14.99,8151,12.42,3689,5.62,1883,2.87,1130,1.72,9,0.01,6137,1568.4,4336,956.9,6253,1624.2,9528,1379.7,7134,1397.9,5238,1367.0,8771,1239.3,7854,1268.2,10339,1663.8,839,1473.7,1139,1495.2,1696,1427.4,7911,1457.3,2378,1493.8,21127,1568.0,2105,815.7,1618,1095.4,2290,1029.2,1185,1194.2,772,911.5,227,708.4,3961,2032.3,375,917.5,2990,2319.9,1701,1303.4,2300,1179.2,1650,2687.9,728,933.8,530,821.1,752,1147.5,1373,860.5,1937,1667.3,650,732.2,2457,1641.0,959,673.3,3352,1293.4,3040,1966.6,3947,1900.6,1438,1056.8,1825,1217.2,2870,2320.1,2338,1453.1,2290,1474.2,1348,21,1.4,1,4046,24,1.6,1,,,,,,,,,9714,55,3.8,0,12933,118,8.1,3,10430,122,8.4,2,9840,159,10.9,9,8151,178,12.2,18,2477,5,0.3,0,,,,,3689,263,18.1,22,,,,,1883,291,20.0,10,1130,220,15.1,1,9,0,0,0,0,0,0,0
COVID-19_14_day_epidemiology_WEB report_20210112_v1.pdf,29/12/2020,11/01/2021,12/01/2021,67157,100,0.91,31858,47.44,35118,52.29,181,0.27,37,39,1367,2.04,2451,3.65,4121,6.14,9792,14.58,13145,19.57,10713,15.95,10063,14.98,8398,12.51,3815,5.68,2035,3.03,1247,1.86,10,0.01,6107,1560.8,5398,1191.3,6389,1659.5,9484,1373.3,7358,1441.8,5251,1370.4,8892,1256.4,7886,1273.4,10348,1665.3,860,1510.6,1142,1499.2,1780,1498.1,7877,1451.0,2373,1490.7,21257,1577.7,2668,1033.9,1607,1088.0,2298,1032.8,1187,1196.2,774,913.8,227,708.4,3955,2029.3,375,917.5,2967,2302.1,2095,1605.3,2337,1198.2,1627,2650.4,744,954.3,635,983.8,747,1139.8,1446,906.3,2030,1747.3,650,732.2,2536,1693.8,963,676.1,3363,1297.7,3036,1964.0,3949,1901.6,1448,1064.1,1852,1235.2,2869,2319.2,2384,1481.7,2330,1499.9,1367,23,1.35,1,4121,23,1.35,1,,,,,,,,,9792,62,3.65,0,13145,134,7.89,3,10713,139,8.18,4,10063,168,9.89,14,8398,212,12.48,27,2451,5,0.29,1,,,,,3815,310,18.25,28,,,,,2035,370,21.78,15,1247,253,14.89,1,10,0,0,0,0,0,0,0
COVID-19_14_day_epidemiology_WEB report_20210113_v1.pdf,30/12/2020,12/01/2021,13/01/2021,68990,100,0.9,32667,47.35,36239,52.53,84,0.12,37,40,1387,2.01,2487,3.6,4216,6.11,9833,14.25,13421,19.45,11025,15.98,10468,15.17,8683,12.59,3963,5.74,2158,3.13,1339,1.94,10,0.01,6128,1566.1,5565,1228.2,6484,1684.2,9766,1414.2,7602,1489.6,5458,1424.4,9217,1302.4,8011,1293.6,10727,1726.2,886,1556.2,1142,1499.2,1805,1519.1,8126,1496.9,2359,1481.9,22017,1634.1,2707,1049.0,1641,1111.0,2389,1073.7,1196,1205.3,797,941.0,226,705.3,4031,2068.3,399,976.2,2994,2323.0,2203,1688.0,2314,1186.4,1681,2738.4,796,1021.0,655,1014.8,730,1113.9,1456,912.5,2139,1841.2,672,757.0,2615,1746.6,1014,712.0,3491,1347.1,3146,2035.2,4090,1969.5,1504,1105.3,1908,1272.6,2965,2396.9,2465,1532.0,2430,1564.3,1387,22,1.17,1,4216,27,1.43,1,,,,,,,,,9833,64,3.40,0,13421,141,7.49,3,11025,147,7.81,4,10468,186,9.88,17,8683,239,12.70,28,2487,6,0.32,0,,,,,3963,357,18.97,35,,,,,2158,411,21.84,19,1339,282,14.98,1,10,0,0,0,0,0,0,0
COVID-19_14_day_epidemiology_WEB report_20210114.pdf,31/12/2020,13/01/2021,14/01/2021,71286,100,0.9,33695,47.27,37526,52.64,65,0.09,38,40,1425,2,2543,3.57,4330,6.07,9935,13.94,13709,19.23,11481,16.11,10899,15.29,9028,12.66,4113,5.77,2350,3.3,1464,2.05,9,0.01,6305,1611.4,5738,1266.4,6596,1713.3,10191,1475.7,7828,1533.9,5636,1470.9,9577,1353.2,8359,1349.8,11036,1776.0,906,1591.4,1176,1543.8,1875,1578.1,8511,1567.8,2462,1546.6,22689,1684.0,2822,1093.6,1680,1137.4,2488,1118.2,1209,1218.4,807,952.8,232,724.0,4065,2085.7,388,949.3,3173,2461.9,2231,1709.5,2471,1266.9,1715,2793.8,802,1028.7,685,1061.3,725,1106.3,1502,941.4,2212,1904.0,686,772.8,2683,1792.0,1091,766.0,3599,1388.8,3216,2080.4,4221,2032.6,1531,1125.1,1972,1315.2,3044,2460.7,2544,1581.1,2545,1638.3,1425,23,1.08,1,4330,28,1.32,1,,,,,,,,,9935,71,3.34,0,13709,155,7.30,2,11481,163,7.67,6,10899,214,10.08,20,9028,275,12.95,28,2543,7,0.33,0,,,,,4113,402,18.93,37,,,,,2350,477,22.46,18,1464,309,14.55,3,9,0,0,0,0,0,0,0
COVID-19_14_day_epidemiology_WEB report_20210115 v2.0.pdf,01/01/2021,14/01/2021,15/01/2021,73026,100,0.89,34438,47.16,38548,52.79,40,0.05,38,40,1454,1.99,2582,3.54,4410,6.04,9987,13.68,13923,19.07,11825,16.19,11250,15.41,9270,12.69,4229,5.79,2511,3.44,1575,2.16,10,0.01,6491,1658.9,5712,1260.6,6827,1773.3,10311,1493.1,8152,1597.4,5775,1507.2,9877,1395.6,8485,1370.1,11396,1833.9,948,1665.1,1165,1529.4,1927,1621.8,8635,1590.6,2544,1598.1,23346,1732.7,2812,1089.7,1676,1134.7,2563,1151.9,1227,1236.5,848,1001.2,228,711.5,4204,2157.0,380,929.7,3180,2467.3,2247,1721.7,2559,1312.0,1822,2968.1,819,1050.5,653,1011.7,736,1123.1,1602,1004.1,2356,2028.0,670,754.8,2740,1830.1,1139,799.7,3719,1435.1,3292,2129.6,4385,2111.5,1549,1138.4,2020,1347.3,3118,2520.5,2645,1643.9,2618,1685.3,1454,26,1.12,1,4410,30,1.29,1,,,,,,,,,9987,80,3.45,0,13923,162,6.99,4,11825,175,7.55,7,11250,236,10.18,24,9270,302,13.03,32,2582,9,0.39,0,,,,,4229,431,18.59,41,,,,,2511,523,22.56,21,1575,344,14.84,5,10,0,0,0,0,0,0,0
COVID-19_14_day_epidemiology_report_20210116_WEB v2.pdf,02/01/2021,15/01/2021,16/01/2021,72864,100,0.89,34285,47.05,38496,52.83,83,0.11,38,40,1428,1.96,2550,3.5,4368,5.99,9675,13.28,13865,19.03,11840,16.25,11331,15.55,9291,12.75,4239,5.82,2599,3.57,1663,2.28,15,0.02,6070,1551.3,5561,1227.3,6730,1748.1,10264,1486.3,8251,1616.8,5894,1538.2,10093,1426.1,8291,1338.8,11705,1883.6,981,1723.1,1187,1558.2,1897,1596.6,8636,1590.8,2289,1437.9,23925,1775.7,2807,1087.7,1628,1102.2,2606,1171.2,1182,1191.1,792,935.1,205,639.7,4158,2133.4,346,846.5,3161,2452.6,2140,1639.8,2524,1294.1,1775,2891.5,777,996.7,614,951.3,618,943.0,1600,1002.8,2383,2051.2,667,751.4,2800,1870.1,1166,818.7,3846,1484.1,3364,2176.2,4495,2164.5,1576,1158.2,2045,1363.9,3184,2573.9,2725,1693.6,2685,1728.4,1428,28,1.08,2,4368,30,1.16,1,,,,,,,,,9675,85,3.29,0,13865,175,6.77,6,11840,190,7.35,8,11331,266,10.29,29,9291,343,13.26,41,2550,11,0.43,0,,,,,4239,467,18.06,42,,,,,2599,592,22.89,22,1663,399,15.43,7,15,0,0.00,0,0,0,0,0
